TABLE II. - THERMODYNAMIC DATA COEFFICIENTS (Continued),
"CH4	L 8/88C	l.H	4.	0.	0.G	200.000	6000.000	16.04276	1 Gurv i ch (1991)",
"1.63552643E+00 1.00842795E-02 -3.36916254E-06 5.34958667E-10 -3.15518833E-14	2",
"-1.00056455E+04 9.99313326E+00 5.14987613E+00-1.36709788E-02 4.91800599E-05	3",
-4.84743026E-08 1.666939S6E-11 -1.02466476E+04 -4.64130376E+00 -8.97226656E+03 4,
"CH3OH	L 8/88C	l.H	4.0	1.	0.G	200.000	6000.000	32.04216	1 Chen, S. S. (1977)",
"3.60134486E+00 1.02430954E-02-3.59985517E-06 5.72505986E-10-3.39117640E-14	2 TRC(6/87)w-5030",
"-2.59971910E+04 4.70512253E+00 5.71539582E+00-1.52309129E-02 6.52441155E-05	3",
"-7.10806889E-08 2.61352698E-11-2.56427656E+04-1.50409823E+00-2.41673893E+04	4",
"CN	TPIS91C	l.N	1.	0.	0.G	200.000	6000.000	26.01774	1 Gurvich (1991)",
"3.74818333E+00 3.91753271E-05 2.99702996E-07-6.92704532E-11 4.46137691E-15	2",
"5.17278419E+04 2.77469044E+00 3.61293502E+00-9.55513275E-04 2.14429765E-06	3",
"-3.15163270E-10-4.64303546E-13 5.19007958E+04 3.98049947E+00 5.29536254E+04	4",
"CN+	TPIS91C	l.N	l.E	-1.	0.G	298.150	6000.000	26.01719	1 Gurvich (1991)",
"7.29006713E+00-2.46331139E-03 9.03599308E-07-1.35970586E-10 7.33709859E-15	2",
"2.13579081E+05-1.91340387E+01 6.92808505E+00-2.81492178E-02 7.58511376E-05	3",
"-7.24174336E-08 2.33891503E-11 2.15195S07E+05-1.01730501E+01 2.16548044E+05	4",
"CN-	L10/92C	l.N	l.E	1.	0.G	298.150	6000.000	26.01829	1 Gurvich (1991)",
"3.09051928E+00 1.33181759E-03-4.84902266E-07 7.96865228E-11-4.82770916E-15	2",
"6.88195665E+03 5.63128351E+00 3.81962846E+00-2.48247316E-03 6.04567838E-06	3",
"-4.52733194E-09 1.15679167E-12 6.80256336E+03 2.38904411E+00 7.87605980E+03	4",
"CNN	L12/89C	l.N	2.	0.	0.G	200.000	6000.000	40.02448	1 Bondybey (1977)",
"4.86658084E+00 2.38499612E-03-8.52577832E-07 1.38423853E-10-8.18423116E-15	2 Jacox (1988)",
"7.45586920E+04-6.77.587146E-01 2.78240849E+00 1.25533110E-02-2.13082026E-05	3 Gurvich (1991)",
"1.90941637E-08-6.59244187E-12 7.49551651E+04 9.10634736E+00 7.61890601E+04	4",
"CO	TPIS79C	1.0	1.	0.	0.G	200.000	6000.000	28.01040	1 Gurvich (1979)",
"3.04848583E+00 1.35172818E-03-4.85794075E-07 7.88536486E-11-4.69807489E-15	2 TRC(4/84)tuv-1000",
"-1.42661171E+04 6.01709790E+00 3.57953347E+00-6.10353680E-04 1.01681433E-06	3",
"9.07005884E-10-9.04424499E-13-1.43440860E+04 3.50840928E+00-1.32936276E+04	4",
"CO+	TPIS91C	1.0	l.E -1.	0.G	298.150	6000.000	28.00985	1 Gurvich (1991)",
"2.93059407E+00 1.56031391E-03-6.16238969E-07 1.09956019E-10-6.66111307E-15	2",
"1.49144692E+05 7.33837920E+00 3.77057107E+00-2.01770820E-03 4.61076194E-06	3",
"-2.99171866E-09 6.06057760E-13 1.49004267E+05 3.38125716E+00 1.50073892E+05	4",
"COCL	J12/65C	1.0	l.CL	1.	0.G	300.000	5000.000	63.46310	1 Chase (1985)",
"5.42912360E+00 1.61215350E-03-6.60062800E-07 1.21271140E-10-8.28586010E-15	2",
"-9.33050070E+03 3.82874056E-01 4.28637920E+00 5.08689800E-03-5.07294110E-06	3",
"2.96479830E-09-7.70934530E-13-9.01252120E+03 6.25118670E+00-7.54776465E+03	4",
"COCLF 	J 6/61C	1.0	l.CL l.F	l.G	300.000	5000.000	82.46150	1 Chase (1985)",
"7.08810810E+00 3.18164790E-03-1.37633160E-06 2.65440050E-10-1.89289690E-14	2",
"-5.38837810E+04-8.68499361E+00 1.70666610E+00 2.27225650E-02-3.01156390E-05	3",
"2.04835660E-08-5.65722280E-12-5.26199020E+04 1.79876256E+01-5.13293738E+04	4",
"COCL2	TPIS91C	1.0	l.CL	2.	0.G	200.000	6000.000	98.91580	1 Gurvich (1991)",
"7.86018378E+00 2.13271500E-03-8.22077158E-07 1.389S1133E-10-8.58406653E-15	2",
"-2.91056423E+04-1.19011907E+01 1.70787910E+00 2.89369464E-02-4.93289116E-05	3",
"4.16910139E-08-1.37057391E-11-2.78350932E+04 1.76202114E+01-2.63996315E+04	4",
"COF	J12/65C	1.0	l.F 1.	0.G	300.000	5000.000	47.00880	1 Chase (1985)",
"4.89082140E+00 2.21797030E-03-9.25507250E-07 1.72701200E-10-1.19553430E-14	2",
"-2.23579840E+04 9.92783959E-01 3.20197270E+00 5.58377700E-03-1.49054810E-06	3",
"-2.31260690E-09 1.36143530E-12-2.18170430E+04 1.00607391E+01-2.06312897E+04	4",
"COF2	TPIS91C	1.0	l.F	2.	0.G	200.000	6000.000	66.00721	1 Gurvich (1991)",
"6.81631730E+00 3.16473282E-03-1.21776269E-06 2.05582261E-10-1.26893125E-14	2",
"-7.95482716E+04-9.52864566E+00 2.12979489E+00 1.41019723E-02-5.94381359E-06	3",
"-5.30544790E-09 3.97367469E-12-7.81745339E+04 1.51109093E+01-7.69738686E+04	4",
"COS	J 3/61C	1.0	l.S	1.	0.G	300.000	5000.000	60.07640	1 Chase (1985)",
"5.23920000E+00 2.41005840E-03-9.60645220E-07 1.77783470E-10-1.22357040E-14	2",
"-1.84804550E+04-3.07773889E+00 2.46253210E+00 1.19479920E-02-1.37943700E-05	3",
"8.07077360E-09-1.83276530E-12-1.78039870E+04 1.08058688E+01-1.66455205E+04	4",
"CO2	L 7/88C	1.0	2.	0.	0.G	200.000	6000.000	44.00980	1 Gurvich (1991)",
"4.63659493E+00 2.74131991E-03-9.95828531E-07 1.60373011E-10-9.16103468E-15	2",
"-4.90249341E+04-1.93534855E+00 2.35677352E+00 8.98459677E-03-7.12356269E-06	3",
"2.45919022E-09-1.43699548E-13-4.83719697E+04 9.90105222E+00-4.73281047E+04	4",
"CO2+	 L10/92C	1.0	2.E	-1.	0.G	298.150	6000.000	44.00925	1 Gurvich (1991)",
"5.61292513E+00 1.89829994E-03-7.34596383E-07 1.23975665E-10-7.57692288E-15	2",
"1.11621136E+05-5.65135703E+00	3.39305653E+00	5.82300415E-03	4.38012075E-08	3",
"-4.68236271E-09 2.31552825E-12	1.12356151E+05	6.39038548E+00	1.13618832E+05	4",
"COOH 	TPIS91C	1.0	2.H	1.	0.G	200.000	6000.000	45.01774	1 Gurvich (1991)",
"5.39206247E+00 4.11221305E-03-1.48194817E-06 2.39875278E-10-1.43902965E-14	2",
"-2.76708786E+04-2.23528631E+00 2.92207915E+00 7.62453820E-03 3.29884683E-06	3",
"-1.07135249E-08 5.11587309E-12-2.68383588E+04 1.12925989E+01-2.56178656E+04	4",
"CP	L 9/93C	l.P	1.	0.	0.G	200.000	6000.000	42.98476	1 Gurvich (1991)",
"4.16986061E+00-3.33893154E-04 6.30510095E-07-1.65248916E-10 1.25248542E-14	2",
"6.12121016E+04 2.05762288E+00	3.70291400E+00-2.94026330E-03	1.25263783E-05	3",
"-1.45948287E-08 5.619S5320E-12	6.15029332E+04	5.34971467E+00	8.71534000E+03	4",
19,
TABLE II. - THERMODYNAMIC DATA COEFFICIENTS (Continued),
"CS	J12/76C	l.S	1.	0.	0.G	300.000	5000.000	44.07700	1 Chase (1985)",
"3.68260120E+00 9.04732030E-04-3.64363740E-07 6.38542940E-11-3.69339820E-15	2",
"3.24974900E+04 3.89841679E+00	3.40393440E+00-6.57733080E-04	6.17121570E-06	3",
"-7.36896040E-09 2.73467380E-12	3.26893930E+04 5.91106729E+00	3.37162928E+04	4",
"CS2	J12/76C	l.S	2.	0.	0.G	300.000	5000.000	76.14300	1 Chase (1985)",
"5.92526100E+00 1.82529960E-03-7.55853800E-07 1.46050730E-10-1.04385950E-14	2",
"1.20480710E+04-6.05893229E+00 2.83260130E+00 1.32907910E-02-1.81446940E-05	3",
"1.28316810E-08 -3.68006090E-12 1.27667820E+04 9.22219411E+00 1.406S3694E+04	4",
"C2	TPIS91C	2.	0.	0.	0.G	200.000	6000.000	24.02200	1 Gurvich (1991)",
"4.12487314E+00 1.08346618E-04 1.B7250890E-07-4.24042102E-11 3.2505B714E-15	2",
"9.89228066E+04 7.97421015E-01-1.96258641E+00 5.76815310E-02-1.5803773BE-04	3",
"1.72460636E-07-6.57905286E-11 9.89883317E+04 2.33198418E+01 1.01690000E+04	4",
"C2+	TPIS91C 2.E -1.	0.	0.C	298.1S0	6000.000	24.02145	1 Gurvich (1991)",
"1.47436235E+00 3.90858415E-03-1.15362712E-06 1.28522790E-10-4.37160939E-15	2",
"2.40801685E+05 1.56570955E+01	3.74438466E+00-2.75060804E-03	9.41697986E-06	3",
"-9.54472049E-09 3.46743458E-12	2.40057573E+05 3.70168855E+00	2.41117688E+05	4",
"C2-	TRIS91C	2.E	1.	0.	0.G	298.150	6000.000	24.02255	1 Gurvich (1991)",
"1.94147766E+00 3.34554328E-03-1.21401317E-06 1.86836326E-10-1.03447699E-14	2",
"5.72696669E+04  1.20032531E+01	3.82038230E+00-2.88162408E-03	8.21923044E-06	3",
"-7.32254863E-09 2.41405929E-12	5.67523968E+04 2.43181247E+00	5.78226498E+04	4",
"C2CL2 	J12/68C	2.CL	2.	0.	0.G	300.000	5000.000	94.92740	1 Chase (1985)",
"8.1728B470E+00 2.36598920E-03-9.65625050E-07 1.77361480E-10-1.21352030E-14	2",
"2.25101900E+04-1.49035905E+01 5.02294820E+00 1.40826670E-02-1.80956690E-05	3",
"1.16103480E-08-2.88174780E-12 2.32274820E+04 6.09995206E-01 2.52127141E+04	4",
"C2CL4 	L10/87C	2.CL	4.	0.	0.G	298.150	5000.000	165.82800	1 Gurvich (1978)",
"1.29359370E+01 3.43092000E-03-1.50671940E-06 2.93469930E-10-2.10708960E-14	2",
"-5.89323370E+03-3.46806920E+01 4.14347920E+00 3.74223720E-02-5.43697930E-05	3",
"3.91128630E-08-1.11763840E-11-3.94926290E+03 8.34457019E+00-1.45891290E+03	4",
"C2CL6 	L10/87C	2.CL	6.	0.	0.G	298.150	6000.000	236.73820	1 Chao (1974)",
"1.90342860E+01 3.39568210E-03-1.51152890E-06 2.97003150E-10-2.14538270E-14	2",
"-2.31038030E+04-6.28529170E+01 4.63835310E+00 6.33655610E-02-1.00800300E-04	3",
"7.66369220E-08-2.26465500E-11-2.01565130E+04 6.47480699E+00-1.67069940E+04	4",
"C2F2	J12/67C	2.F	2.	0.	0.0	300.000	5000.000	62.01881	1 Chase (1985)",
"7.51645810E+00 3.16864620E-03-1.33113850E-06 2.49600490E-10-1.73420720E-14	2",
"-1.61076550E+02 -1.50680621E+01 3.53458370E+00 1.44458450E-02-1.21896920E-05	3",
"3.60429850E-09 1.91189510E-13 9.21335620E+02 5.41946520E+00 2.51676233E+03	4",
"C2F4	J 6/69C	2.F	4.	0.	0.G	300.000	5000.000	100.01561	1 Chase (1985)",
"1.10864680E+01 5.27884290E-03-2.23544000E-06 4.21668460E-10-2.94339140E-14	2",
"-8.32928840E+04-2.98668810E+01 3.61661830E+00 2.64886180E-02-2.24332660E-05	3",
"6.22864450E-09 6.21492440E-13-8.12772420E+04 8.52376403E+00-7.92072049E+04	4",
"C2H	L 1/91C	2.H	1.	0.	0.G	200.000	6000.000	25.02994	1 Peric (1991)",
"3.36118395E+00 4.38989724E-03-1.62772218E-06 2.60556663E-10-1.52939305E-14	2 Ervin (1990)",
"6.70492214E+04 5.57127542E+00 2.88965733E+00 1.34099611E-02-2.84769501E-05	3 Kanamori (1987)",
"2.94791046E-08-1.09331511E-11 6.68393932E+04 6.22296438E+00 6.80984775E+04	4 Kanamori (1988)",
"C2HCL	TPIS91C	2.H	l.CL	1.	0.G	298.150	5000.000	60.48264	1 Gurvich (1991)",
"6.32104570E+00 3.84S97370E-03-1.48646060E-06 2.65613790E-10-1.79524660E-14	2",
"2.34404780E+04-8.28464441E+00 1.80471580E+00 2.58378710E-02-4.31499540E-05	3",
"3.58835790E-08-1.14479920E-11 2.42302070E+04 1.27377610E+01 2.66009760E+04	4",
"C2HF	J12/67C	2.H	l.F	1.	0.G	300.000	5000.000	44.02834	1 Chase (1985)",
"6.09495010E+00 3.94324280E-03-1.47114380E-06 2.52946410E-10-1.64466630E-14	2",
"1.29769070E+04-8.31534304E+00 2.69017700E+00 1.76808530E-02-2.27498550E-05	3",
"1.49205680E-08-3.73819250E-12 1.36832230E+04 8.14697176E+00 1.50978852E+04	4",
"CHCO,ketyI	L 6/89C	2.H	1.0	1.	0.G	200.000	6000.000	41.02934	1 Burcat (1982)",
"4.26038110E+00 4.82740500E-03-1.66618844E-06 2.61405204E-10-1.53257963E-14	2 Wagman (1982)",
"1.78804760E+04 3.97874320E+00 2.76593971E+00 1.41741202E-02-2.32600986E-05	3",
"2.15728089E-08-7.58509308E-12 1.80856324E+04 1.05408691E+01 1.93738416E+04	4",
"C2H2,acetylene	L 1/91C	2.H	2.	0.	0.G	200.000	6000.000	26.03788	1 Gurvich (1979)",
"4.65878604E+00 4.88396547E-03-1.60828775E-06 2.46974226E-10-1.38605680E-14	2 TRC(10/88)w-3040",
"2.57594044E+04-3.99834772E+00 8.08681094E-01 2.33615629E-02-3.55171815E-05	3",
"2.80152437E-06-8.50072974E-12 2.64289807E+04 1.39397051E+01 2.74459950E+04	4",
"C2H2,vinyIidene	L12/89C	2.H	2.	0.	0.G	200.000	6000.000	26.03788	1 Chen,Y. (1989)",
"4.27807139E+00 A.75622883E-03-1.63007513E-06 2.54622981E-10-1.48860326E-14	2 Osamura (1981)",
"4.83166722E+04 6.40022600E-01 3.28154933E+00 6.97642740E-03-2.38528283E-06	3",
"-1.21077045E-09 9.82038579E-13 4.86217943E+04 5.92039169E+00 4.98872655E+04	4",
"CH2CO,ketene	L 5/90C	2.H	2.0	1.	0.G	200.000	6000.000	42.03728	1 Moore, C.B. (1963)",
"5.75793307E+00 6.34911413E-03-2.25814835E-06 3.62026733E-10-2.15651204E-14	2 Wagman (1982)",
"-7.97878384E4-03-6.10772150E+00 2.13583630E+00 1.81188721E-02-1.73947474E-05	3",
"9.34397568E-09-2.01467615E-12-7.04291804E+03 1.22156480E+01-5.73695864E+03	4",
"C2H3,vinyl	L 2/92C	2.H	3.	0.	0.G	200.000	6000.000	27.04582	1 Ervin (1990)",
"4.35105055E+00 7.49330091E-03-2.64314586E-06 4.21286906E-10-2.49896119E-14	2 Taylor (0000)",
"3.41546181E+04 5.71676629E-01 3.21246645E+00 1.51479162E-03 2.69209412E-05	3 Ames (0000)",
"-3.576S7847E-08 1.47150873E-11 3.48598468E+04 8.51054025E+00 3.60502484E+04	4 communication (0000)",
20,
TABLE II. - THERMODYNAMIC DATA COEFFICIENTS (Continued),
"CH3CN	L12/92C	2.H	3.N	1.	0.G	200.000	6000.000	41.05256	1 Spangenberg (1974)",
"5.08576974E+00 9.70797040E-03-3.48484946E-06 5.62106760E-10-3.36234670E-14	2 TRC(12/86)w-9270",
"5.45853074E+03-3.26553903E+00 3.82484221E+00 4.10100359E-03 2.14545679E-05	3",
"-2.87234543E-08 1.11804146E-11 6.28838522E+03 5.54024211E+00 7.74910368E+03	4",
"CH3CO,acetyl	BUR 84C	2.H	3.0	1.	0.G	300.000	5000.000	43.04522	1 Burcat (1984)",
"5.61227890E+00 8.44988600E-03-2.85414720E-06 A.23837630E-10-2.26840370E-14	2",
"-5.18786330E+03-3.26178193E+00 3.12527850E+00 9.77822020E-03 4.52144830E-06	3",
"-9.00946160E-09 3.19371790E-12-4.10850780E+03 1.12420212E+01-2.71844485E+03	4",
"C2H4	L 1/91C	2.H	4.	0.	0.G	200.000	6000.000	28.05376	1 Chao (1975)",
"3.99182761E+00 1.04833910E-02-3.71721385E-06 5.94628514E-10-3.53630526E-14	2 Knippers (1985)",
"4.26865819E+03-2.69052151E-01 3.95920148E+00-7.57052247E-03 5.70990292E-05	3 TRC(4/87)w-2500",
"-6.91588753E-08 2.69884373E-11 5.08977593E+03 4.09733096E+00 6.31426266E+03	4",
"C2H4O,ethylen o	L 8/88C	2.H	4.0	1.	0.G	200.000	6000.000	44.05316	1 Chase (1985)",
"5.48888429E+00 1.20460231E-02-4.33361545E-06 7.00269000E-10-4.19481870E-14	2 Shimanouchi (1972)",
"-9.18047576E+03-7.08063868E+00 3.75904931E+00-9.44119292E-03 8.03096770E-05	3",
"-1.00807756E-07 4.00398357E-11-7.56081402E+03 7.84977030E+00-6.33046566E+03	4",
"CH3CHO,ethanal	L 8/88C	2.H	4.0	1.	0.G	200.000	6000.000	44.05316	1 Chao (1986)",
"5.40417699E+00 1.17229675E-02-4.22626830E-06 6.83715733E-10-4.09842676E-14	2 TRC(6/78)w-5300",
"-2.25931508E+04-3.48117593E+00 4.72947627E+00-3.19343161E-03 4.75353505E-05	3",
"-5.74590474E-08 2.19312619E-11-2.15728799E+04 4.10295455E+00-1.99879488E+04	4",
"CH3COOH	L 8/88C	2.H	4.0	2.	0.G	200.000	6000.000	60.05256	1 Chao (1978)",
"7.67083678E+00 1.35152695E-02-5.25874688E-06 8.93185062E-10-5.53180891E-14	2",
"-5.57560971E+04-1.54676590E+01 2.78936844E+00 1.00001016E-02 3.42557978E-05	3",
"-5.09017919E-08 2.06217504E-11-5.34752292E+04 1.41059504E+01-5.19873137E+04	4",
"(HCOOH)2	BUR 92C	2.H	4.0	4.	0.G	300.000	5000.000	92.05136	1 Burcat (1992)",
"1.22073710E+01 1.36888510E-02-4.68403690E-06 7.05116630E-10-3.83692850E-14	2",
"-1.03969380E+05-3.57098080E+01 3.76923850E+00 2.72247160E-02 1.72380530E-06	3",
"-2.07767240E-08 9.93799490E-12-1.01049880E+05 1.05054940E+01-9.87373140E+04	4",
"C2H5	L12/92C	2.H	5.	0.	0.G	200.000	6000.000	29.06170	1 Chen, Y. (1990)",
"4.28800535E+00 1.24337374E-02-4.41383829E-06 7.06526943E-10-4.20341856E-14	2",
"1.20564200E+04 8.45299623E-01 4.30646B68E+00-4.18658892E-03 4.97142807E-05	3",
"-5.99126606E-08 2.30509004E-11 1.28416265E+04 4.70720924E+00 1.42712246E+04	4",
"C2H6	L 8/88C	2.H	6.	0.	0.G	200.000	6000.000	30.06964	1 Pami dImukaI a (1982)",
"4.04666674E+00 1.53538766E-02-5.47039321E-06 8.77826228E-10-5.23167305E-14	2",
"-1.24473512E+04-9.68683607E-01 4.29142492E+00 -5.50154270E-03 5.99438288E-06	3",
"-7.08466285E-08 2.68685771E-11 -1.15222055E+04 2.66682316E+00 -1.00849652E+04	4",
"CH3N2CH3	L 8/88C	2.H	6.N	2.	0.G	200.000	6000.000	58.08312	1 Pami dImukaI a (1982)",
"7.44954851E+00 1.74406153E-02-6.27382453E-06 1.01351178E-09-6.06937494E-14	2",
"1.41979978E+04-1.41567638E+01 6.29613632E+00-2.25815427E-03 6.21232803E-05	3",
"-7.46292997E-08 2.80371947E-11 1.56928850E+04-2.49925915E+00 1.78843203E+04	4",
"CH3OCH3	L12/92C	2.H	6.0	1.	0.G	200.000	6000.000	46.06904	1 Chao (1986)",
"5.64844183E+00 1.63381899E-02-5.86802367E-06 9.46836869E-10-5.66504738E-14	2 TRC (6/91)w-6040",
"-2.51074690E+04-5.96264939E+00 5.30562279E+00-2.14254272E-03 5.30873244E-05	3",
"-6.23147136E-08 2.30731036E-11-2.39866295E+04 7.13264209E-01-2.21432171E+04	4",
"C2H5OH	L 8/88C	2.H	6.0	1.	0.G	200.000	6000.000	46.06904	1 Chao (1986)",
"6.56289770E+00 1.52034264E-02-5.38922247E-06 8.62150224E-10-5.12824683E-14	2 TRC (6/87)w-5030",
"-3.15257984E+04-9.47557644E+00 4.85868178E+00-3.74006740E-03 6.95550267E-05	3",
"-8.86541147E-08 3.51684430E-11-2.99961309E+04 4.80192294E+00 -2.82578288E+04	4",
"CCN	L12/92C	2.N	1.	0.	0.G	200.000	6000.000	38.02874	1 Gurvich (1991)",
"5.53594940E+00 1.93336181E-03-7.43007993E-07 1.25654167E-10-7.70420035E-15	2 Jacox (1988)",
"9.49028065E+04-3.70380637E+00 3.67600724E+00 7.88842348E-03-9.55326639E-06	3",
"7.31344088E-09-2.48035202E-12 9.5419&535E+04 5.81651950E+00 9.679S0500E+04	4",
"CNC	TPIS91C	2.N	1.	0.	0.G	200.000	6000.000	38.02874	1 Gurvich (1991)",
"5.93259696E+00 1.57914754E-03-6.12333532E-07 1.03869610E-10-6.43161897E-15	2",
"8.03326833E+04-6.60207157E+00 3.98958871E+00 5.21977832E-03-5.81083706E-07	3",
"-3.39416520E-09 1.76273084E-12 8.096E6357E+04 3.88721926E+00 8.23761254E+04	4",
"C2N2	TPIS79C	2.N	2.	0.	0.G	200.000	6000.000	52.03548	1 Gurvich (1979)",
"6.70544769E+00 3.64260339E-03-1.30934250E-06 2.16411061E-10-1.31187410E-14	2",
"3.48608005E+04-1.04803695E+01 2.32925325E+00 2.61537847E-02-4.90003994E-05	3",
"4.61917478E-08-1.64323855E-11 3.56684424E+04 9.86336227E+00 3.71759731E+04	4",
"C2O	L12/89C	2.0	1.	0.	0.G	200.000	6000.000	40.02140	1 Jacox (1988)",
"5.51576444E+00 1.87745704E-03-7.01159757E-07 1.21505291E-10-7.76778855E-15	2 Gurvich (1979)",
"3.30970458E+04-4.27636138E+00 2.86345422E+00 1.19732969E-02-1.81232501E-05	3",
"1.53813634E-08-5.28906524E-12 3.37500945E+04 8.89405881E+00 3.50037906E+04	4",
"C3	TPIS79C	3.	0.	0.	0.G	200.000	6000.000	36.03300	1 Gurvich (1979)",
"4.80357768E+00 2.14511233E-03-1.07292074E-06 2.60735259E-10-2.01631960E-14	2",
"9.93965416E+04 3.89369308E-01 5.43283963E+00-4.46754383E-03 1.49321482E-05	3",
"-1.47953138E-08 5.01421112E-12 9.94957222E+04-1.58720715E+00 1.01022009E+05	4",
"C3H3,propargyI  BUR 92C	 3.H	3.	0.	0.G	200.000	6000.000	39.05682	1 Burcat (1992)",
"6.64175821E+00 8.08587428E-03-2.84787887E-06 4.53525977E-10-2.68879815E-14	2",
"3.89793699E+04-1.04004255E+01 1.82840766E+00 2.37839036E-02-2.19228176E-05	3",
"1.00067444E-08-1.38984644E-12 4.01863056E+04 1.38447957E+01 4.16139977E+04	4",
21,